koi_disposition,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_impact,koi_duration,koi_depth,koi_sma,koi_incl,koi_model_snr,koi_count,koi_bin_oedp_sig,koi_datalink_dvr,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage,koi_kepmag,label,kepid,split,split_label
FALSE POSITIVE,23.89963441,188.982797,2455021.983,0,1.245,3.81881,20953.0,0.162,87.92,547.8,1,0.0,009/009097/009097120/dv/kplr009097120-20160209194854_dvr.pdf,6192,4.503,0.924,0.991,,15.453,0,9097120,train,0
CANDIDATE,56.35407916,144.83768,2454977.838,0,0.835,3.4449,1037.0,0.2537,89.37,59.4,1,0.758,010/010810/010810838/dv/kplr010810838-20160209194854_dvr.pdf,4802,4.582,0.701,0.686,,13.779,1,10810838,train,1
CANDIDATE,988.8811177,239.224189,2455072.224,0,0.1667,5.9504,5060.0,2.0091,89.95,136.4,1,,,5755,4.101,1.549,1.105,,13.293,1,12356617,train,1
FALSE POSITIVE,0.323021692,133.603668,2454966.604,0,1.1083,2.3442,47100.0,0.0087,45.26,520.6,1,,,5458,4.381,0.972,0.828,,11.234,0,7284688,train,0
FALSE POSITIVE,2.415925551,133.610004,2454966.61,0,0.511,9.7769,560970.0,0.0445,81.69,1598.3,1,-1.0,010/010857/010857342/dv/kplr010857342-20160209194854_dvr.pdf,8796,3.711,3.278,2.014,,14.467,0,10857342,train,0
FALSE POSITIVE,23.73795284,147.006678,2454980.007,0,1.004,8.50818,95884.0,0.1564,87.55,1221.2,1,-1.0,005/005986/005986209/dv/kplr005986209-20160209194854_dvr.pdf,5559,4.394,1.0,0.903,,15.147,0,5986209,train,0
CANDIDATE,4.431238488,171.015,2455004.015,0,0.405,3.15,1010.9,0.0529,87.72,71.1,3,0.52,012/012366/012366084/dv/kplr012366084-20160209194854_dvr.pdf,5714,4.428,1.015,1.007,,15.367,1,12366084,train,1
FALSE POSITIVE,73.91858615,154.696798,2454987.697,0,1.137,6.9735,184070.0,0.3487,89.41,933.5,1,0.6794,011/011558/011558882/dv/kplr011558882-20160209194854_dvr.pdf,6300,4.404,1.057,1.028,,15.401,0,11558882,train,0
FALSE POSITIVE,22.26480657,173.103028,2455006.103,0,0.75,8.7941,19373.0,0.1489,87.41,873.4,1,0.1367,011/011656/011656302/dv/kplr011656302-20160209194854_dvr.pdf,5681,4.566,0.813,0.888,,14.626,0,11656302,train,0
FALSE POSITIVE,33.15947581,159.8126411,2454992.813,0,0.768,9.01353,222170.0,0.2576,88.85,3733.6,1,0.9353,011/011923/011923819/dv/kplr011923819-20160209194854_dvr.pdf,7967,4.001,2.379,2.069,,11.562,0,11923819,train,0
FALSE POSITIVE,17.72722648,144.070402,2454977.07,0,0.381,4.1376,147140.0,0.1317,89.49,922.1,1,0.0533,004/004079/004079530/dv/kplr004079530-20160209194854_dvr.pdf,6021,4.52,0.895,0.967,,15.556,0,4079530,train,0
FALSE POSITIVE,0.634946497,132.074576,2454965.075,0,0.442,2.40541,426550.0,0.013,82.49,541.4,1,1.0,006/006962/006962018/dv/kplr006962018-20160209194854_dvr.pdf,4446,4.567,0.737,0.729,,14.791,0,6962018,train,0
CANDIDATE,4.783002698,170.508434,2455003.508,0,0.003,2.335,1008.7,0.0535,89.99,70.6,1,0.5746,003/003940/003940418/dv/kplr003940418-20160209194854_dvr.pdf,5170,4.574,0.807,0.891,,15.119,1,3940418,train,1
FALSE POSITIVE,28.48710734,132.872485,2454965.872,0,1.175,3.77887,37663.0,0.202,88.62,658.2,1,0.9616,011/011359/011359305/dv/kplr011359305-20160209194854_dvr.pdf,6351,3.814,2.385,1.352,,13.363,0,11359305,train,0
FALSE POSITIVE,0.867721348,132.161646,2454965.162,0,0.987,4.8783,97653.0,0.0173,59.04,587.9,1,-1.0,005/005560/005560831/dv/kplr005560831-20160209194854_dvr.pdf,5510,4.186,1.276,0.911,,16.09,0,5560831,train,0
CANDIDATE,13.69942266,171.48036,2455004.48,0,0.03,4.3409,1292.9,0.1094,89.93,120.0,2,0.1226,007/007269/007269974/dv/kplr007269974-20160209194854_dvr.pdf,5541,4.332,1.089,0.929,,14.619,1,7269974,train,1
CANDIDATE,11.46347165,137.38521,2454970.385,0,0.103,2.599,1048.6,0.0966,89.83,56.5,3,0.6605,006/006381/006381846/dv/kplr006381846-20160209194854_dvr.pdf,5456,4.45,0.943,0.914,,14.883,1,6381846,train,1
FALSE POSITIVE,12.71379418,175.0725677,2455008.073,0,0.485,2.44093,36719.0,0.0485,89.35,2981.3,1,0.7729,010/010002/010002261/dv/kplr010002261-20160209194854_dvr.pdf,2661,5.283,0.116,0.094,,13.102,0,10002261,train,0
FALSE POSITIVE,0.607191908,132.0195301,2454965.02,0,0.917,1.30166,17369.0,0.0122,70.72,961.9,1,0.9862,005/005018/005018787/dv/kplr005018787-20160209194854_dvr.pdf,5370,4.598,0.671,0.649,,15.428,0,5018787,train,0
FALSE POSITIVE,19.56309252,134.3548284,2454967.355,0,0.842,6.9547,12992.0,0.1473,86.95,2477.0,1,0.77,005/005982/005982353/dv/kplr005982353-20160209194854_dvr.pdf,6208,3.959,1.831,1.112,,11.115,0,5982353,train,0
FALSE POSITIVE,23.83680888,173.7759431,2455006.776,0,1.008,6.02854,29685.0,0.1662,87.58,2793.4,1,0.0009,007/007837/007837302/dv/kplr007837302-20160209194854_dvr.pdf,6095,3.894,1.94,1.076,,13.722,0,7837302,train,0
FALSE POSITIVE,19.40795816,135.3915368,2454968.392,0,0.905,6.09676,142060.0,0.1262,88.25,2506.6,1,0.2681,010/010711/010711913/dv/kplr010711913-20160209194854_dvr.pdf,5702,4.485,0.799,0.711,,15.521,0,10711913,train,0
CANDIDATE,4.280963604,171.89659,2455004.897,0,0.424,2.875,750.8,0.0503,87.72,61.8,1,0.4302,011/011460/011460018/dv/kplr011460018-20160209194854_dvr.pdf,5644,4.564,0.831,0.928,,15.356,1,11460018,train,1
CANDIDATE,16.54967098,171.69398,2455004.694,0,0.88,4.3808,744.5,0.1196,86.74,46.8,2,0.8122,010/010513/010513530/dv/kplr010513530-20160209194854_dvr.pdf,5372,4.434,0.916,0.832,,14.68,1,10513530,train,1
FALSE POSITIVE,13.17480793,136.4631739,2454969.463,0,1.065,3.37392,71071.0,0.1086,87.98,1812.6,1,0.1531,007/007971/007971389/dv/kplr007971389-20160209194854_dvr.pdf,6067,4.433,0.997,0.981,,14.098,0,7971389,train,0
CANDIDATE,2.104721971,171.044219,2455004.044,0,0.001,1.7547,905.5,0.0331,89.99,153.3,1,0.726,009/009157/009157634/dv/kplr009157634-20160209194854_dvr.pdf,5703,4.498,0.975,1.091,,14.427,1,9157634,train,1
FALSE POSITIVE,5.776794344,133.6275034,2454966.628,0,0.366,6.33505,121540.0,0.0814,87.65,8022.8,1,0.1506,006/006449/006449358/dv/kplr006449358-20160209194854_dvr.pdf,7666,3.658,3.601,2.153,,11.61,0,6449358,train,0
CANDIDATE,5.931196562,174.796908,2455007.797,0,0.886,2.4999,1007.4,0.0528,84.76,90.5,2,0.7778,012/012302/012302530/dv/kplr012302530-20160209194854_dvr.pdf,3984,4.72,0.539,0.557,,14.258,1,12302530,train,1
CANDIDATE,11.1199028,139.753524,2454972.754,0,0.72,3.3759,636.3,0.0911,87.75,100.3,1,0.5863,006/006851/006851425/dv/kplr006851425-20160209194854_dvr.pdf,5078,4.581,0.766,0.816,,13.536,1,6851425,train,1
FALSE POSITIVE,37.9102139,162.458419,2454995.458,0,0.963,3.11152,103470.0,0.1816,89.47,1065.9,1,0.5978,011/011906/011906217/dv/kplr011906217-20160209194854_dvr.pdf,4623,4.686,0.56,0.556,,14.43,0,11906217,train,0
CANDIDATE,1.287076693,169.815491,2455002.815,0,0.003,1.4942,729.4,0.0188,89.98,65.2,1,0.7736,010/010386/010386984/dv/kplr010386984-20160209194854_dvr.pdf,3736,4.724,0.525,0.533,,15.488,1,10386984,train,1
FALSE POSITIVE,16.57902805,146.733098,2454979.733,0,0.745,7.803,37980.0,0.1368,87.19,813.6,1,0.0,008/008023/008023317/dv/kplr008023317-20160209194854_dvr.pdf,5870,3.808,2.3,1.239,,12.887,0,8023317,train,0
CANDIDATE,21.80451611,190.49737,2455023.497,0,0.751,3.4097,1144.9,0.1406,88.76,49.9,1,0.6929,008/008689/008689031/dv/kplr008689031-20160209194854_dvr.pdf,5481,4.629,0.708,0.806,,15.067,1,8689031,train,1
FALSE POSITIVE,282.9656538,193.502758,2455026.503,0,0.426,21.4259,467860.0,0.8568,89.85,1365.9,1,-1.0,011/011769/011769146/dv/kplr011769146-20160209194854_dvr.pdf,5999,4.494,0.959,1.045,,13.974,0,11769146,train,0
CANDIDATE,10.34973276,174.06193,2455007.062,0,0.905,4.4859,119.0,0.0898,83.51,44.5,4,0.2519,012/012068/012068975/dv/kplr012068975-20160209194854_dvr.pdf,6003,4.303,1.109,0.902,,11.811,1,12068975,train,1
CANDIDATE,36.06588163,198.58423,2455031.584,0,0.26,4.3246,1563.8,0.1871,89.77,51.7,2,0.3424,005/005794/005794379/dv/kplr005794379-20160209194854_dvr.pdf,4702,4.592,0.686,0.67,,15.389,1,5794379,train,1
FALSE POSITIVE,1.995728294,132.839699,2454965.84,0,0.465,6.43532,251880.0,0.0285,82.29,1496.5,1,-1.0,006/006545/006545018/dv/kplr006545018-20160209194854_dvr.pdf,5807,4.455,0.861,0.771,,13.748,0,6545018,train,0
FALSE POSITIVE,4.592401261,133.139791,2454966.14,0,0.272,4.96038,87426.0,0.0618,88.24,5784.8,1,0.1515,006/006362/006362386/dv/kplr006362386-20160209194854_dvr.pdf,7201,4.138,1.724,1.488,,12.93,0,6362386,train,0
FALSE POSITIVE,1.250390814,131.7337519,2454964.734,0,0.73,3.7184,231170.0,0.0229,78.63,2046.8,1,0.7864,009/009451/009451096/dv/kplr009451096-20160209194854_dvr.pdf,6297,4.006,1.663,1.023,,12.64,0,9451096,train,0
FALSE POSITIVE,1.157804607,132.448327,2454965.448,0,0.26,4.66082,605710.0,0.0231,85.71,1837.9,1,-1.0,007/007770/007770471/dv/kplr007770471-20160209194854_dvr.pdf,6510,4.219,1.425,1.228,,14.62,0,7770471,train,0
FALSE POSITIVE,4.944046127,134.192012,2454967.192,0,0.964,4.50334,112500.0,0.0569,84.28,537.2,1,0.4473,002/002449/002449090/dv/kplr002449090-20160209194854_dvr.pdf,5780,4.438,1.0,1.0,,16.237,0,2449090,train,0
CANDIDATE,1.151166776,133.231766,2454966.232,0,0.029,1.0907,578.4,0.0177,89.8,83.7,1,0.6594,010/010332/010332883/dv/kplr010332883-20160209194854_dvr.pdf,3951,4.73,0.535,0.561,,14.44,1,10332883,train,1
FALSE POSITIVE,0.846291334,132.1935855,2454965.194,0,0.779,1.79962,190190.0,0.0142,80.82,1049.3,1,0.9463,010/010129/010129482/dv/kplr010129482-20160209194854_dvr.pdf,4627,4.721,0.526,0.53,,15.994,0,10129482,train,0
FALSE POSITIVE,1.613014741,131.7482916,2454964.748,0,0.882,4.39594,152120.0,0.0335,76.01,1096.1,1,0.931,008/008262/008262223/dv/kplr008262223-20160209194854_dvr.pdf,7832,3.836,2.779,1.93,,12.146,0,8262223,train,0
FALSE POSITIVE,7.234965722,134.582307,2454967.582,0,0.548,7.0245,164850.0,0.0699,86.89,671.3,1,0.0,002/002437/002437452/dv/kplr002437452-20160209194854_dvr.pdf,5653,4.573,0.798,0.868,,16.981,0,2437452,train,0
FALSE POSITIVE,10.9802462,137.1376073,2454970.138,0,0.733,3.74464,50078.0,0.0917,88.09,1555.4,1,0.0556,007/007802/007802136/dv/kplr007802136-20160209194854_dvr.pdf,5952,4.462,0.897,0.851,,14.212,0,7802136,train,0
FALSE POSITIVE,2.379282197,133.651365,2454966.651,0,0.003,3.1729,48434.0,0.0374,89.97,538.0,2,0.8183,004/004840/004840513/dv/kplr004840513-20160209194854_dvr.pdf,6392,4.399,1.162,1.232,,15.189,0,4840513,train,0
CANDIDATE,20.13490007,171.36734,2455004.367,0,0.798,3.7962,1035.2,0.1339,88.28,64.7,2,0.1758,008/008355/008355239/dv/kplr008355239-20160209194854_dvr.pdf,4963,4.501,0.826,0.789,,14.859,1,8355239,train,1
FALSE POSITIVE,31.00539285,150.8616525,2454983.862,0,0.305,3.073,560310.0,0.1881,89.87,1236.1,1,-1.0,004/004540/004540632/dv/kplr004540632-20160209194854_dvr.pdf,5023,3.9,1.784,0.921,,14.991,0,4540632,train,0
FALSE POSITIVE,114.9086242,199.450746,2455032.451,0,0.78,7.66397,196110.0,0.4163,89.7,1179.7,1,0.0,003/003428/003428468/dv/kplr003428468-20160209194854_dvr.pdf,4412,4.565,0.737,0.729,,15.927,0,3428468,train,0
CANDIDATE,10.94577783,176.71834,2455009.718,0,0.819,3.0937,532.8,0.0954,87.17,52.5,4,0.5543,010/010460/010460984/dv/kplr010460984-20160209194854_dvr.pdf,5888,4.342,1.097,0.966,,14.282,1,10460984,train,1
CANDIDATE,1.565412613,132.91281,2454965.913,0,0.003,0.7572,2754.6,0.0182,89.99,48.6,3,0.7319,008/008733/008733898/dv/kplr008733898-20160209194854_dvr.pdf,3464,4.923,0.328,0.328,,16.257,1,8733898,train,1
CANDIDATE,13.35151248,363.086742,2455196.087,0,0.573,3.6045,3308.8,0.1004,88.69,107.9,1,0.9699,011/011026/011026304/dv/kplr011026304-20160209194854_dvr.pdf,4843,4.562,0.754,0.755,,15.825,1,11026304,train,1
FALSE POSITIVE,394.6781627,346.1399939,2455179.14,0,0.708,6.05443,253380.0,0.9797,89.94,1500.7,1,-1.0,006/006426/006426592/dv/kplr006426592-20160209194854_dvr.pdf,5780,4.505,0.83,0.803,,15.207,0,6426592,train,0
FALSE POSITIVE,66.46746217,160.47651,2454993.477,0,0.116,19.6638,12644.0,0.3278,89.76,1049.3,1,0.2057,008/008845/008845026/dv/kplr008845026-20160209194854_dvr.pdf,5843,4.403,1.073,1.061,,13.483,0,8845026,train,0
CANDIDATE,36.2761238,201.2869,2455034.287,0,0.035,4.7865,1572.6,0.2012,89.97,45.5,4,0.1413,006/006948/006948054/dv/kplr006948054-20160209194854_dvr.pdf,5103,4.562,0.787,0.823,,15.599,1,6948054,train,1
CANDIDATE,1.594745374,170.6483505,2455003.648,0,0.514,1.9604,15044.0,0.0258,85.25,1009.3,1,1.0,003/003935/003935914/dv/kplr003935914-20160209194854_dvr.pdf,5934,4.491,0.893,0.901,,15.53,1,3935914,train,1
FALSE POSITIVE,0.692239369,131.584611,2454964.585,0,1.074,2.91121,62962.0,0.0149,60.09,469.2,1,0.0423,007/007985/007985167/dv/kplr007985167-20160209194854_dvr.pdf,6163,4.137,1.358,0.922,,12.958,0,7985167,train,0
FALSE POSITIVE,4.80912667,134.07939,2454967.079,0,0.471,7.9331,134090.0,0.0587,85.43,1033.2,1,-1.0,009/009529/009529733/dv/kplr009529733-20160209194854_dvr.pdf,6462,4.371,1.166,1.166,,14.038,0,9529733,train,0
CANDIDATE,809.0141881,250.634242,2455083.634,0,0.717,8.3017,16311.0,1.6988,89.94,212.9,1,-1.0,009/009214/009214713/dv/kplr009214713-20160209194854_dvr.pdf,6230,4.397,1.047,0.993,,14.74,1,9214713,train,1
CANDIDATE,135.1879934,190.93292,2455023.933,0,0.023,8.8191,663.4,0.4878,89.99,85.8,1,0.8197,007/007364/007364176/dv/kplr007364176-20160209194854_dvr.pdf,5731,4.451,0.906,0.846,,12.765,1,7364176,train,1
FALSE POSITIVE,2.6228301,131.8572135,2454964.857,0,0.488,7.29719,409710.0,0.0379,83.72,5312.7,1,-1.0,005/005016/005016163/dv/kplr005016163-20160209194854_dvr.pdf,6233,4.472,0.988,1.054,,15.768,0,5016163,train,0
CANDIDATE,214.3120439,336.330158,2455169.33,0,0.016,16.2938,4523.4,0.7655,89.99,562.8,1,0.6586,010/010795/010795103/dv/kplr010795103-20160209194854_dvr.pdf,6471,4.287,1.357,1.303,,12.04,1,10795103,train,1
FALSE POSITIVE,70.33587975,198.9473258,2455031.947,0,1.04,4.65625,24418.0,0.3362,89.31,2148.6,1,0.7069,008/008509/008509781/dv/kplr008509781-20160209194854_dvr.pdf,6081,4.478,0.966,1.022,,11.701,0,8509781,train,0
FALSE POSITIVE,198.0137918,234.151682,2455067.152,0,0.88,9.72673,142500.0,0.583,89.73,1411.3,1,0.8697,004/004659/004659255/dv/kplr004659255-20160209194854_dvr.pdf,5359,4.566,0.708,0.673,,15.546,0,4659255,train,0
CANDIDATE,96.4562198,214.74931,2455047.749,0,0.775,11.195,950.5,0.4921,89.01,54.6,2,0.005,011/011071/011071200/dv/kplr011071200-20160209194854_dvr.pdf,7029,3.806,2.704,1.704,,12.998,1,11071200,train,1
FALSE POSITIVE,14.31315739,138.2205171,2454971.221,0,0.004,8.90236,21567.0,0.117,89.98,4262.9,1,0.0,006/006523/006523216/dv/kplr006523216-20160209194854_dvr.pdf,5750,3.703,2.379,1.041,,13.254,0,6523216,train,0
CANDIDATE,4.919584997,134.602396,2454967.602,0,0.243,4.1988,425.7,0.0605,88.43,132.0,1,0.4412,011/011666/011666881/dv/kplr011666881-20160209194854_dvr.pdf,6236,4.246,1.378,1.224,,13.273,1,11666881,train,1
FALSE POSITIVE,12.08353781,139.6155998,2454972.616,0,0.749,7.90317,43087.0,0.115,86.13,3799.5,1,-1.0,009/009579/009579192/dv/kplr009579192-20160209194854_dvr.pdf,6770,3.89,2.214,1.389,,12.344,0,9579192,train,0
CANDIDATE,52.971584,159.06109,2454992.061,0,1.259,3.4632,3882.6,0.257,88.63,51.4,1,0.8064,009/009932/009932970/dv/kplr009932970-20160209194854_dvr.pdf,5204,4.55,0.789,0.808,,15.7,1,9932970,train,1
FALSE POSITIVE,22.27119851,134.7601462,2454967.76,0,0.775,4.58598,179040.0,0.1376,89.07,2141.3,1,0.8441,004/004633/004633434/dv/kplr004633434-20160209194854_dvr.pdf,5068,4.556,0.73,0.698,,15.362,0,4633434,train,0
CANDIDATE,43.84439721,151.93538,2454984.935,0,0.852,6.802,615.2,0.2395,88.27,83.7,4,0.9647,008/008395/008395660/dv/kplr008395660-20160209194854_dvr.pdf,5854,4.406,1.012,0.951,,12.882,1,8395660,train,1
FALSE POSITIVE,25.83683127,137.3641956,2454970.364,0,0.899,6.32201,145040.0,0.164,88.65,3016.9,1,0.5762,006/006147/006147573/dv/kplr006147573-20160209194854_dvr.pdf,5691,4.477,0.897,0.881,,13.347,0,6147573,train,0
FALSE POSITIVE,2.990252395,133.110629,2454966.111,0,1.117,7.8462,216440.0,0.0407,75.36,541.7,1,-1.0,003/003838/003838496/dv/kplr003838496-20160209194854_dvr.pdf,5780,4.438,1.0,1.0,,17.9,0,3838496,train,0
CANDIDATE,0.938466959,135.600698,2454968.601,0,0.054,1.3015,217.4,0.0182,89.45,54.4,1,0.8727,011/011547/011547505/dv/kplr011547505-20160209194854_dvr.pdf,5499,4.323,1.087,0.906,,13.757,1,11547505,train,1
CANDIDATE,5.546083089,133.50348,2454966.503,0,0.902,2.717,2211.0,0.078,83.88,56.4,1,0.1774,007/007515/007515679/dv/kplr007515679-20160209194854_dvr.pdf,7358,3.538,4.037,2.054,,12.252,1,7515679,train,1
CANDIDATE,69.72646639,196.093243,2455029.093,0,0.019,3.7177,4491.2,0.371,89.99,300.7,1,0.6666,012/012365/012365184/dv/kplr012365184-20160209194854_dvr.pdf,6430,4.107,1.731,1.398,,13.005,1,12365184,train,1
FALSE POSITIVE,61.42252657,161.2406686,2454994.241,0,0.574,3.76585,337540.0,0.2663,89.83,850.4,1,-1.0,004/004075/004075064/dv/kplr004075064-20160209194854_dvr.pdf,4867,4.687,0.613,0.665,,14.951,0,4075064,train,0
CANDIDATE,6.996926239,175.914281,2455008.914,0,0.022,2.7374,1317.4,0.0719,89.94,101.6,2,0.2369,008/008822/008822216/dv/kplr008822216-20160209194854_dvr.pdf,5713,4.541,0.893,1.01,,14.807,1,8822216,train,1
FALSE POSITIVE,20.84991961,137.5588347,2454970.559,0,13.715,13.7687,313090.0,0.1728,75.35,1614.7,1,-1.0,008/008569/008569819/dv/kplr008569819-20160209194854_dvr.pdf,7355,4.042,1.984,1.581,,13.04,0,8569819,train,0
FALSE POSITIVE,2.199069234,133.0633498,2454966.063,0,0.762,6.30646,225250.0,0.037,78.45,5915.4,1,-1.0,010/010491/010491031/dv/kplr010491031-20160209194854_dvr.pdf,6613,4.014,1.925,1.4,,13.245,0,10491031,train,0
CANDIDATE,17.40665216,171.00688,2455004.007,0,0.022,6.864,586.9,0.1321,89.94,85.7,2,0.5461,009/009530/009530945/dv/kplr009530945-20160209194854_dvr.pdf,6086,4.274,1.216,1.013,,13.998,1,9530945,train,1
CANDIDATE,23.66834635,132.71421,2454965.714,0,0.758,5.8297,449.4,0.1566,87.95,112.8,4,0.0226,006/006678/006678383/dv/kplr006678383-20160209194854_dvr.pdf,5979,4.394,1.005,0.913,,12.596,1,6678383,train,1
FALSE POSITIVE,10.32803571,174.581054,2455007.581,0,0.281,7.7915,16918.0,0.0888,88.54,636.8,1,0.529,003/003734/003734868/dv/kplr003734868-20160209194854_dvr.pdf,5627,4.359,1.024,0.874,,15.646,0,3734868,train,0
FALSE POSITIVE,12.01166109,176.6358115,2455009.636,0,1.024,3.77516,14294.0,0.1226,86.27,1898.4,1,0.2226,005/005090/005090690/dv/kplr005090690-20160209194854_dvr.pdf,6753,3.91,2.396,1.701,,13.252,0,5090690,train,0
FALSE POSITIVE,10.21712165,137.2457336,2454970.246,0,0.786,4.35647,205220.0,0.0935,88.12,3617.5,1,0.5545,005/005393/005393558/dv/kplr005393558-20160209194854_dvr.pdf,5931,4.196,1.349,1.042,,13.752,0,5393558,train,0
CANDIDATE,17.27629668,133.839172,2454966.839,0,0.085,3.94738,10458.0,0.1209,89.87,871.4,1,0.0062,002/002987/002987027/dv/kplr002987027-20160209194854_dvr.pdf,4941,4.599,0.738,0.79,,14.018,1,2987027,train,1
FALSE POSITIVE,2.446736567,133.968534,2454966.969,0,0.477,5.0201,415860.0,0.0356,85.43,1037.3,1,-1.0,005/005649/005649206/dv/kplr005649206-20160209194854_dvr.pdf,5780,4.438,1.0,1.0,,17.991,0,5649206,train,0
FALSE POSITIVE,20.73374857,132.8465918,2454965.847,0,0.479,6.28773,417340.0,0.1371,89.31,2236.7,1,-1.0,009/009837/009837578/dv/kplr009837578-20160209194854_dvr.pdf,5620,4.363,0.974,0.797,,15.726,0,9837578,train,0
FALSE POSITIVE,33.46947449,154.008513,2454987.009,0,0.315,11.8874,164610.0,0.2228,89.38,1255.2,1,0.0001,008/008773/008773948/dv/kplr008773948-20160209194854_dvr.pdf,5934,3.581,3.075,1.315,,13.714,0,8773948,train,0
CANDIDATE,5.317440164,171.875619,2455004.876,0,0.72,2.9331,292.5,0.059,85.86,80.9,2,0.917,011/011547/011547513/dv/kplr011547513-20160209194854_dvr.pdf,5923,4.377,1.054,0.966,,12.324,1,11547513,train,1
FALSE POSITIVE,0.739769962,131.9671179,2454964.967,0,1.212,1.95901,20729.0,0.0165,60.12,726.2,1,0.679,008/008590/008590527/dv/kplr008590527-20160209194854_dvr.pdf,6465,3.947,1.847,1.101,,11.634,0,8590527,train,0
CANDIDATE,21.22349325,170.37387,2455003.374,0,0.794,4.9416,582.9,0.1474,87.86,60.2,3,0.3978,009/009146/009146018/dv/kplr009146018-20160209194854_dvr.pdf,5475,4.43,0.982,0.947,,14.129,1,9146018,train,1
CANDIDATE,28.5742692,143.8315,2454976.831,0,0.068,4.9427,824.9,0.1681,89.91,97.1,2,0.0614,007/007626/007626506/dv/kplr007626506-20160209194854_dvr.pdf,5551,4.508,0.812,0.776,,13.771,1,7626506,train,1
CANDIDATE,9.59993246,136.58227,2454969.582,0,0.063,4.3206,271.2,0.091,89.79,52.0,3,0.8008,006/006037/006037581/dv/kplr006037581-20160209194854_dvr.pdf,5865,4.266,1.272,1.088,,13.598,1,6037581,train,1
FALSE POSITIVE,1.480324075,131.7556963,2454964.756,0,0.388,3.20209,400010.0,0.0224,86.03,1095.9,1,0.9777,009/009569/009569866/dv/kplr009569866-20160209194854_dvr.pdf,5260,4.56,0.717,0.68,,13.983,0,9569866,train,0
CANDIDATE,15.43400996,363.29494,2455196.295,0,0.707,4.2572,1785.9,0.124,88.09,59.7,1,0.6232,009/009480/009480310/dv/kplr009480310-20160209194854_dvr.pdf,5900,4.509,0.951,1.065,,15.703,1,9480310,train,1
FALSE POSITIVE,7.73591011,137.9876592,2454970.988,0,0.613,5.01919,315130.0,0.0722,87.99,3786.7,1,-1.0,008/008364/008364119/dv/kplr008364119-20160209194854_dvr.pdf,5623,4.596,0.763,0.853,,12.408,0,8364119,train,0
FALSE POSITIVE,4.032762189,133.3016604,2454966.302,0,0.599,4.14212,119350.0,0.0483,86.15,1520.0,1,0.9447,007/007695/007695093/dv/kplr007695093-20160209194854_dvr.pdf,5960,4.438,0.962,0.927,,13.861,0,7695093,train,0
FALSE POSITIVE,2.544594443,135.040236,2454968.04,0,0.558,3.21373,348780.0,0.0368,86.55,608.9,1,-1.0,009/009656/009656543/dv/kplr009656543-20160209194854_dvr.pdf,5503,4.033,1.616,1.026,,16.319,0,9656543,train,0
FALSE POSITIVE,2.213964145,132.565776,2454965.566,0,0.634,6.7598,123360.0,0.0322,78.26,951.4,1,-1.0,007/007097/007097571/dv/kplr007097571-20160209194854_dvr.pdf,6256,4.037,1.514,0.911,,11.267,0,7097571,train,0
FALSE POSITIVE,0.759764419,131.7927631,2454964.793,0,0.545,5.72501,393270.0,0.017,73.89,1728.1,1,-1.0,005/005444/005444392/dv/kplr005444392-20160209194854_dvr.pdf,5807,3.93,1.909,1.13,,11.378,0,5444392,train,0
FALSE POSITIVE,7.51514595,138.0800379,2454971.08,0,0.84,3.54486,117460.0,0.0674,87.41,1676.8,1,0.0395,009/009762/009762519/dv/kplr009762519-20160209194854_dvr.pdf,5624,4.516,0.777,0.722,,13.711,0,9762519,train,0
CANDIDATE,9.69315023,132.81362,2454965.814,0,0.734,5.6725,141.8,0.0894,85.39,45.1,2,0.5585,010/010136/010136549/dv/kplr010136549-20160209194854_dvr.pdf,5683,4.108,1.472,1.014,,12.727,1,10136549,train,1
FALSE POSITIVE,4.694218481,133.780334,2454966.78,0,0.616,4.53365,175470.0,0.052,86.51,739.8,1,0.2826,004/004346/004346875/dv/kplr004346875-20160209194854_dvr.pdf,5512,4.575,0.787,0.851,,15.584,0,4346875,train,0
CANDIDATE,14.74914825,138.77799,2454971.778,0,0.173,6.0995,430.2,0.1221,89.47,107.4,4,0.7875,010/010875/010875245/dv/kplr010875245-20160209194854_dvr.pdf,5847,4.191,1.402,1.113,,12.487,1,10875245,train,1
CANDIDATE,7.75192755,176.17197,2455009.172,0,0.546,3.5413,407.3,0.0768,87.83,77.3,2,0.8874,004/004563/004563268/dv/kplr004563268-20160209194854_dvr.pdf,5604,4.52,0.912,1.004,,13.307,1,4563268,train,1
FALSE POSITIVE,4.301031137,134.44907,2454967.449,0,0.79,5.65214,204150.0,0.0581,84.21,1526.2,1,-1.0,005/005024/005024292/dv/kplr005024292-20160209194854_dvr.pdf,6386,4.208,1.548,1.408,,14.573,0,5024292,train,0
CANDIDATE,55.6391882,187.55044,2455020.55,0,0.811,7.316,853.0,0.2901,88.74,48.3,1,0.3117,010/010724/010724369/dv/kplr010724369-20160209194854_dvr.pdf,5949,4.493,0.962,1.05,,14.755,1,10724369,train,1
FALSE POSITIVE,5.321224925,135.125071,2454968.125,0,1.003,7.48973,98872.0,0.0538,80.54,1203.4,1,0.0,007/007009/007009828/dv/kplr007009828-20160209194854_dvr.pdf,5787,4.544,0.758,0.734,,15.013,0,7009828,train,0
